SKU,Fecha,Demanda_Total,Precio_Prom_Venta,Num_Transacciones,Num_Feriados,Num_Dias_Pago,Num_Dias_Promocion,Precio_base,Rotacion_Cod,Target_Demanda_Futura,Demanda_Log
SKU-0284,2025-10-19,0.3333333333333333,17.0,1,0,0,0,21.9,2,1.0,0.2876820724517809
SKU-0284,2025-11-02,1.0,17.4,1,0,0,0,21.9,2,1.3333333333333333,0.6931471805599453
SKU-0284,2025-11-16,1.3333333333333333,17.0,1,0,0,0,21.9,2,1.6666666666666667,0.8472978603872036
SKU-0284,2025-11-30,1.6666666666666667,17.1,1,0,0,0,21.9,2,1.0,0.9808292530117262
SKU-0285,2025-01-12,4.0,13.2,1,0,0,0,12.9,3,2.5,1.6094379124341003
SKU-0285,2025-01-26,2.5,13.0,1,0,0,0,12.9,3,1.6666666666666667,1.252762968495368
SKU-0285,2025-02-09,1.6666666666666667,0.0,0,0,0,0,12.9,3,1.0,0.9808292530117262
SKU-0285,2025-02-23,1.0,12.8,1,0,0,0,12.9,3,2.0,0.6931471805599453
SKU-0285,2025-03-09,2.0,12.8,1,0,0,0,12.9,3,2.0,1.0986122886681098
SKU-0285,2025-03-23,2.0,0.0,0,0,0,0,12.9,3,2.0,1.0986122886681098
SKU-0285,2025-04-06,2.0,13.05,2,0,0,0,12.9,3,2.6666666666666665,1.0986122886681098
SKU-0285,2025-04-20,2.6666666666666665,13.025,4,0,0,0,12.9,3,5.0,1.2992829841302609
SKU-0285,2025-05-04,5.0,13.15,2,0,0,0,12.9,3,4.333333333333333,1.791759469228055
SKU-0285,2025-05-18,4.333333333333333,0.0,0,0,0,0,12.9,3,3.0,1.6739764335716716
SKU-0285,2025-06-01,3.0,13.25,2,0,0,0,12.9,3,1.6666666666666667,1.3862943611198906
SKU-0285,2025-06-15,1.6666666666666667,13.2,1,0,0,0,12.9,3,2.6666666666666665,0.9808292530117262
SKU-0285,2025-06-29,2.6666666666666665,13.05,2,0,1,0,12.9,3,2.3333333333333335,1.2992829841302609
SKU-0285,2025-07-13,2.3333333333333335,13.0,1,0,0,1,12.9,3,2.6666666666666665,1.2039728043259361
SKU-0285,2025-07-27,2.6666666666666665,13.1,2,0,0,1,12.9,3,3.0,1.2992829841302609
SKU-0285,2025-08-10,3.0,13.066666666666668,3,0,0,0,12.9,3,3.6666666666666665,1.3862943611198906
SKU-0285,2025-08-24,3.6666666666666665,13.1,1,0,0,0,12.9,3,2.3333333333333335,1.5404450409471488
SKU-0285,2025-09-07,2.3333333333333335,0.0,0,0,0,0,12.9,3,2.3333333333333335,1.2039728043259361
SKU-0285,2025-09-21,2.3333333333333335,13.133333333333333,3,0,0,0,12.9,3,2.3333333333333335,1.2039728043259361
SKU-0285,2025-10-05,2.3333333333333335,12.9,1,0,0,0,12.9,3,2.6666666666666665,1.2039728043259361
SKU-0285,2025-10-19,2.6666666666666665,13.1,1,0,0,0,12.9,3,1.3333333333333333,1.2992829841302609
SKU-0285,2025-11-02,1.3333333333333333,0.0,0,0,0,0,12.9,3,0.6666666666666666,0.8472978603872036
SKU-0285,2025-11-16,0.6666666666666666,12.9,1,0,0,0,12.9,3,0.3333333333333333,0.5108256237659907
SKU-0285,2025-11-30,0.3333333333333333,0.0,0,0,0,0,12.9,3,5.333333333333333,0.2876820724517809
SKU-0286,2025-01-05,2.0,20.8,1,0,0,0,24.5,2,3.0,1.0986122886681098
SKU-0286,2025-01-19,3.0,20.9,2,0,0,0,24.5,2,3.3333333333333335,1.3862943611198906
SKU-0286,2025-02-02,3.3333333333333335,20.950000000000003,2,0,0,0,24.5,2,5.333333333333333,1.4663370687934272
SKU-0286,2025-02-16,5.333333333333333,20.95,4,0,0,1,24.5,2,4.0,1.8458266904983307
SKU-0286,2025-03-02,4.0,0.0,0,0,0,0,24.5,2,4.333333333333333,1.6094379124341003
SKU-0286,2025-03-16,4.333333333333333,20.8,2,0,0,0,24.5,2,3.0,1.6739764335716716
SKU-0286,2025-03-30,3.0,21.1,2,0,0,0,24.5,2,4.0,1.3862943611198906
SKU-0286,2025-04-13,4.0,20.950000000000003,2,0,0,0,24.5,2,4.0,1.6094379124341003
SKU-0286,2025-04-27,4.0,20.9,3,0,0,0,24.5,2,5.0,1.6094379124341003
SKU-0286,2025-05-11,5.0,20.700000000000003,4,1,0,0,24.5,2,4.0,1.791759469228055
SKU-0286,2025-05-25,4.0,0.0,0,0,0,0,24.5,2,2.6666666666666665,1.6094379124341003
SKU-0286,2025-06-08,2.6666666666666665,21.1,1,0,0,0,24.5,2,1.6666666666666667,1.2992829841302609
SKU-0286,2025-06-22,1.6666666666666667,20.85,2,0,0,0,24.5,2,3.6666666666666665,0.9808292530117262
SKU-0286,2025-07-06,3.6666666666666665,20.933333333333334,3,0,2,1,24.5,2,5.333333333333333,1.5404450409471488
SKU-0286,2025-07-20,5.333333333333333,20.933333333333334,3,0,0,1,24.5,2,6.666666666666667,1.8458266904983307
SKU-0286,2025-08-03,6.666666666666667,20.9,2,0,0,0,24.5,2,5.666666666666667,2.03688192726104
SKU-0286,2025-08-17,5.666666666666667,20.966666666666665,3,0,0,0,24.5,2,3.6666666666666665,1.8971199848858813
SKU-0286,2025-08-31,3.6666666666666665,0.0,0,0,0,0,24.5,2,1.6666666666666667,1.5404450409471488
SKU-0286,2025-09-14,1.6666666666666667,20.9,1,0,1,0,24.5,2,2.6666666666666665,0.9808292530117262
SKU-0286,2025-09-28,2.6666666666666665,21.0,4,0,0,0,24.5,2,4.333333333333333,1.2992829841302609
SKU-0286,2025-10-12,4.333333333333333,20.975,4,0,1,0,24.5,2,5.333333333333333,1.6739764335716716
SKU-0286,2025-10-26,5.333333333333333,20.75,2,0,0,0,24.5,2,3.6666666666666665,1.8458266904983307
SKU-0286,2025-11-09,3.6666666666666665,20.7,1,0,0,0,24.5,2,5.0,1.5404450409471488
SKU-0286,2025-11-23,5.0,20.8,2,0,0,0,24.5,2,6.0,1.791759469228055
SKU-0286,2025-12-07,6.0,20.975,4,0,0,0,24.5,2,7.666666666666667,1.9459101490553132
SKU-0287,2025-01-12,2.0,21.7,1,0,0,0,8.0,2,1.5,1.0986122886681098
SKU-0287,2025-01-26,1.5,21.8,1,0,0,0,8.0,2,1.0,0.9162907318741551
SKU-0287,2025-02-09,1.0,0.0,0,0,0,0,8.0,2,1.6666666666666667,0.6931471805599453
SKU-0287,2025-02-23,1.6666666666666667,21.8,2,0,0,0,8.0,2,3.0,0.9808292530117262
SKU-0287,2025-03-09,3.0,21.35,2,0,0,0,8.0,2,6.0,1.3862943611198906
SKU-0287,2025-03-23,6.0,21.55,4,0,0,0,8.0,2,7.0,1.9459101490553132
SKU-0287,2025-04-06,7.0,21.53333333333333,3,0,0,0,8.0,2,8.0,2.0794415416798357
SKU-0287,2025-04-20,8.0,21.6,4,0,0,0,8.0,2,5.333333333333333,2.1972245773362196
SKU-0287,2025-05-04,5.333333333333333,21.7,1,0,0,0,8.0,2,6.333333333333333,1.8458266904983307
SKU-0287,2025-05-18,6.333333333333333,21.44,5,0,2,0,8.0,2,3.6666666666666665,1.992430164690206
SKU-0287,2025-06-01,3.6666666666666665,0.0,0,0,0,0,8.0,2,4.666666666666667,1.5404450409471488
SKU-0287,2025-06-15,4.666666666666667,21.3,1,0,0,0,8.0,2,3.6666666666666665,1.7346010553881064
SKU-0287,2025-06-29,3.6666666666666665,21.6,2,0,0,1,8.0,2,4.0,1.5404450409471488
SKU-0287,2025-07-13,4.0,21.6,1,0,0,0,8.0,2,6.0,1.6094379124341003
SKU-0287,2025-07-27,6.0,21.475,4,0,1,0,8.0,2,5.333333333333333,1.9459101490553132
SKU-0287,2025-08-10,5.333333333333333,21.6,3,0,1,0,8.0,2,7.0,1.8458266904983307
SKU-0287,2025-08-24,7.0,21.55,2,0,0,0,8.0,2,6.333333333333333,2.0794415416798357
SKU-0287,2025-09-07,6.333333333333333,21.35,4,0,1,0,8.0,2,5.0,1.992430164690206
SKU-0287,2025-09-21,5.0,21.3,1,0,0,0,8.0,2,3.6666666666666665,1.791759469228055
SKU-0287,2025-10-05,3.6666666666666665,21.5,1,0,0,0,8.0,2,2.0,1.5404450409471488
SKU-0287,2025-10-19,2.0,21.5,2,0,0,0,8.0,2,1.6666666666666667,1.0986122886681098
SKU-0287,2025-11-02,1.6666666666666667,0.0,0,0,0,0,8.0,2,4.333333333333333,0.9808292530117262
SKU-0287,2025-11-16,4.333333333333333,21.62,5,0,0,1,8.0,2,6.666666666666667,1.6739764335716716
SKU-0287,2025-11-30,6.666666666666667,21.433333333333334,3,0,0,0,8.0,2,11.0,2.03688192726104
SKU-0287,2025-12-14,11.0,21.575000000000003,4,0,1,1,8.0,2,10.0,2.4849066497880004
SKU-0288,2025-01-26,2.0,17.5,1,0,0,0,16.5,2,2.0,1.0986122886681098
SKU-0288,2025-02-09,2.0,17.1,1,0,0,0,16.5,2,1.3333333333333333,1.0986122886681098
SKU-0288,2025-02-23,1.3333333333333333,0.0,0,0,0,0,16.5,2,0.6666666666666666,0.8472978603872036
SKU-0288,2025-03-09,0.6666666666666666,0.0,0,0,0,0,16.5,2,0.3333333333333333,0.5108256237659907
SKU-0288,2025-03-23,0.3333333333333333,17.1,1,0,0,1,16.5,2,0.3333333333333333,0.2876820724517809
SKU-0288,2025-04-06,0.3333333333333333,0.0,0,0,0,0,16.5,2,1.0,0.2876820724517809
SKU-0288,2025-04-20,1.0,17.1,2,0,0,0,16.5,2,3.0,0.6931471805599453
SKU-0288,2025-05-04,3.0,17.05,2,0,0,0,16.5,2,3.3333333333333335,1.3862943611198906
SKU-0288,2025-05-18,3.3333333333333335,17.4,1,0,0,0,16.5,2,4.0,1.4663370687934272
SKU-0288,2025-06-01,4.0,17.2,1,0,0,0,16.5,2,1.6666666666666667,1.6094379124341003
SKU-0288,2025-06-15,1.6666666666666667,0.0,0,0,0,0,16.5,2,1.3333333333333333,0.9808292530117262
SKU-0288,2025-06-29,1.3333333333333333,0.0,0,0,0,0,16.5,2,1.6666666666666667,0.8472978603872036
SKU-0288,2025-07-13,1.6666666666666667,17.35,2,0,0,0,16.5,2,4.333333333333333,0.9808292530117262
SKU-0288,2025-07-27,4.333333333333333,17.133333333333333,3,0,0,1,16.5,2,5.666666666666667,1.6739764335716716
SKU-0288,2025-08-10,5.666666666666667,17.2,1,1,1,0,16.5,2,4.666666666666667,1.8971199848858813
SKU-0288,2025-08-24,4.666666666666667,17.0,2,0,0,0,16.5,2,2.3333333333333335,1.7346010553881064
SKU-0288,2025-09-07,2.3333333333333335,17.4,1,0,0,0,16.5,2,1.0,1.2039728043259361
SKU-0288,2025-09-21,1.0,0.0,0,0,0,0,16.5,2,1.6666666666666667,0.6931471805599453
SKU-0288,2025-10-05,1.6666666666666667,17.3,1,0,0,0,16.5,2,1.3333333333333333,0.9808292530117262
SKU-0288,2025-10-19,1.3333333333333333,0.0,0,0,0,0,16.5,2,1.3333333333333333,0.8472978603872036
SKU-0288,2025-11-02,1.3333333333333333,0.0,0,0,0,0,16.5,2,0.0,0.8472978603872036
SKU-0288,2025-11-16,0.0,0.0,0,0,0,0,16.5,2,2.0,0.0
SKU-0288,2025-11-30,2.0,17.2,2,0,0,0,16.5,2,2.0,1.0986122886681098
SKU-0289,2025-01-05,1.0,16.0,1,0,0,0,5.4,2,7.5,0.6931471805599453
SKU-0289,2025-01-19,7.5,16.47142857142857,7,0,0,0,5.4,2,6.666666666666667,2.1400661634962708
SKU-0289,2025-02-02,6.666666666666667,16.3,2,0,0,0,5.4,2,6.666666666666667,2.03688192726104
SKU-0289,2025-02-16,6.666666666666667,16.3,1,0,0,0,5.4,2,4.666666666666667,2.03688192726104
SKU-0289,2025-03-02,4.666666666666667,16.4,4,0,1,0,5.4,2,5.0,1.7346010553881064
SKU-0289,2025-03-16,5.0,16.599999999999998,3,0,0,0,5.4,2,8.0,1.791759469228055
SKU-0289,2025-03-30,8.0,16.4,4,0,0,0,5.4,2,5.666666666666667,2.1972245773362196
SKU-0289,2025-04-13,5.666666666666667,16.3,1,0,0,0,5.4,2,4.666666666666667,1.8971199848858813
SKU-0289,2025-04-27,4.666666666666667,16.3,1,0,0,0,5.4,2,6.0,1.7346010553881064
SKU-0289,2025-05-11,6.0,16.45,4,0,0,0,5.4,2,6.0,1.9459101490553132
SKU-0289,2025-05-25,6.0,16.4,1,0,0,0,5.4,2,8.666666666666666,1.9459101490553132
SKU-0289,2025-06-08,8.666666666666666,16.599999999999998,3,0,1,0,5.4,2,4.0,2.268683541318364
SKU-0289,2025-06-22,4.0,0.0,0,0,0,0,5.4,2,5.666666666666667,1.6094379124341003
SKU-0289,2025-07-06,5.666666666666667,16.233333333333334,3,0,0,2,5.4,2,3.6666666666666665,1.8971199848858813
SKU-0289,2025-07-20,3.6666666666666665,16.366666666666664,3,0,1,0,5.4,2,9.333333333333334,1.5404450409471488
SKU-0289,2025-08-03,9.333333333333334,16.6,4,0,0,0,5.4,2,8.0,2.3353749158170367
SKU-0289,2025-08-17,8.0,16.4,1,0,0,0,5.4,2,6.333333333333333,2.1972245773362196
SKU-0289,2025-08-31,6.333333333333333,0.0,0,0,0,0,5.4,2,2.3333333333333335,1.992430164690206
SKU-0289,2025-09-14,2.3333333333333335,16.366666666666664,3,0,0,0,5.4,2,3.3333333333333335,1.2039728043259361
SKU-0289,2025-09-28,3.3333333333333335,16.4,2,0,1,0,5.4,2,8.666666666666666,1.4663370687934272
SKU-0289,2025-10-12,8.666666666666666,16.46,5,0,0,0,5.4,2,8.666666666666666,2.268683541318364
SKU-0289,2025-10-26,8.666666666666666,16.53333333333333,3,0,0,0,5.4,2,7.333333333333333,2.268683541318364
SKU-0289,2025-11-09,7.333333333333333,16.0,1,0,0,0,5.4,2,4.666666666666667,2.120263536200091
SKU-0289,2025-11-23,4.666666666666667,16.433333333333334,3,0,0,0,5.4,2,3.0,1.7346010553881064
SKU-0289,2025-12-07,3.0,0.0,0,0,0,0,5.4,2,4.333333333333333,1.3862943611198906
SKU-0290,2025-01-05,3.0,16.5,1,0,0,0,14.1,1,5.0,1.3862943611198906
SKU-0290,2025-01-19,5.0,16.599999999999998,3,0,0,0,14.1,1,7.0,1.791759469228055
SKU-0290,2025-02-02,7.0,16.6,4,0,0,0,14.1,1,9.0,2.0794415416798357
SKU-0290,2025-02-16,9.0,16.6,4,0,1,1,14.1,1,9.0,2.302585092994046
SKU-0290,2025-03-02,9.0,16.65,2,0,0,0,14.1,1,11.333333333333334,2.302585092994046
SKU-0290,2025-03-16,11.333333333333334,16.7,6,0,0,0,14.1,1,8.333333333333334,2.512305623976115
SKU-0290,2025-03-30,8.333333333333334,0.0,0,0,0,0,14.1,1,6.0,2.2335922215070942
SKU-0290,2025-04-13,6.0,0.0,0,0,0,0,14.1,1,2.3333333333333335,1.9459101490553132
SKU-0290,2025-04-27,2.3333333333333335,16.619999999999997,5,0,0,0,14.1,1,4.333333333333333,1.2039728043259361
SKU-0290,2025-05-11,4.333333333333333,16.633333333333336,3,0,1,0,14.1,1,4.666666666666667,1.6739764335716716
SKU-0290,2025-05-25,4.666666666666667,17.0,1,0,0,0,14.1,1,3.0,1.7346010553881064
SKU-0290,2025-06-08,3.0,16.7,2,0,0,0,14.1,1,4.0,1.3862943611198906
SKU-0290,2025-06-22,4.0,16.7,4,1,0,0,14.1,1,7.0,1.6094379124341003
SKU-0290,2025-07-06,7.0,16.666666666666668,3,0,0,2,14.1,1,7.333333333333333,2.0794415416798357
SKU-0290,2025-07-20,7.333333333333333,16.733333333333334,3,0,0,0,14.1,1,7.666666666666667,2.120263536200091
SKU-0290,2025-08-03,7.666666666666667,16.466666666666665,6,2,3,0,14.1,1,8.333333333333334,2.1594842493533726
SKU-0290,2025-08-17,8.333333333333334,16.6,5,0,0,0,14.1,1,10.666666666666666,2.2335922215070942
SKU-0290,2025-08-31,10.666666666666666,16.599999999999998,3,0,0,0,14.1,1,8.666666666666666,2.456735772821304
SKU-0290,2025-09-14,8.666666666666666,16.633333333333336,3,0,0,0,14.1,1,8.0,2.268683541318364
SKU-0290,2025-09-28,8.0,16.349999999999998,6,0,1,0,14.1,1,8.0,2.1972245773362196
SKU-0290,2025-10-12,8.0,16.700000000000003,4,0,0,0,14.1,1,7.0,2.1972245773362196
SKU-0290,2025-10-26,7.0,16.4,1,0,0,0,14.1,1,4.666666666666667,2.0794415416798357
SKU-0290,2025-11-09,4.666666666666667,16.549999999999997,2,0,0,0,14.1,1,2.0,1.7346010553881064
SKU-0290,2025-11-23,2.0,16.6,2,0,0,1,14.1,1,3.0,1.0986122886681098
SKU-0290,2025-12-07,3.0,16.766666666666666,3,0,1,0,14.1,1,4.0,1.3862943611198906
SKU-0291,2025-01-12,6.0,18.2,1,0,0,0,14.2,1,5.0,1.9459101490553132
SKU-0291,2025-01-26,5.0,18.15,2,0,0,0,14.2,1,5.0,1.791759469228055
SKU-0291,2025-02-09,5.0,18.450000000000003,2,0,0,0,14.2,1,4.0,1.791759469228055
SKU-0291,2025-02-23,4.0,18.1,1,0,0,0,14.2,1,2.6666666666666665,1.6094379124341003
SKU-0291,2025-03-09,2.6666666666666665,0.0,0,0,0,0,14.2,1,3.3333333333333335,1.2992829841302609
SKU-0291,2025-03-23,3.3333333333333335,18.1,3,0,0,0,14.2,1,4.333333333333333,1.4663370687934272
SKU-0291,2025-04-06,4.333333333333333,18.1,4,0,0,0,14.2,1,5.333333333333333,1.6739764335716716
SKU-0291,2025-04-20,5.333333333333333,18.15,2,0,0,0,14.2,1,5.333333333333333,1.8458266904983307
SKU-0291,2025-05-04,5.333333333333333,18.1,3,0,0,0,14.2,1,6.0,1.8458266904983307
SKU-0291,2025-05-18,6.0,18.166666666666668,3,0,1,0,14.2,1,5.666666666666667,1.9459101490553132
SKU-0291,2025-06-01,5.666666666666667,18.45,2,0,1,0,14.2,1,6.0,1.8971199848858813
SKU-0291,2025-06-15,6.0,18.2,2,0,0,0,14.2,1,4.0,1.9459101490553132
SKU-0291,2025-06-29,4.0,18.05,2,0,0,1,14.2,1,4.666666666666667,1.6094379124341003
SKU-0291,2025-07-13,4.666666666666667,18.1,1,0,0,1,14.2,1,3.3333333333333335,1.7346010553881064
SKU-0291,2025-07-27,3.3333333333333335,18.166666666666668,3,0,0,0,14.2,1,3.6666666666666665,1.4663370687934272
SKU-0291,2025-08-10,3.6666666666666665,18.4,2,0,0,0,14.2,1,3.0,1.5404450409471488
SKU-0291,2025-08-24,3.0,18.3,1,0,0,0,14.2,1,2.6666666666666665,1.3862943611198906
SKU-0291,2025-09-07,2.6666666666666665,18.2,2,0,0,1,14.2,1,5.0,1.2992829841302609
SKU-0291,2025-09-21,5.0,18.266666666666666,3,0,0,0,14.2,1,5.666666666666667,1.791759469228055
SKU-0291,2025-10-05,5.666666666666667,18.15,2,0,1,0,14.2,1,4.666666666666667,1.8971199848858813
SKU-0291,2025-10-19,4.666666666666667,0.0,0,0,0,0,14.2,1,3.3333333333333335,1.7346010553881064
SKU-0291,2025-11-02,3.3333333333333335,18.1,2,0,0,0,14.2,1,2.0,1.4663370687934272
SKU-0291,2025-11-16,2.0,0.0,0,0,0,0,14.2,1,2.3333333333333335,1.0986122886681098
SKU-0291,2025-11-30,2.3333333333333335,18.2,1,0,0,0,14.2,1,0.3333333333333333,1.2039728043259361
SKU-0291,2025-12-14,0.3333333333333333,0.0,0,0,0,0,14.2,1,3.3333333333333335,0.2876820724517809
SKU-0292,2025-01-26,2.0,24.0,1,0,0,0,15.1,2,3.0,1.0986122886681098
SKU-0292,2025-02-09,3.0,24.15,2,0,0,0,15.1,2,3.6666666666666665,1.3862943611198906
SKU-0292,2025-02-23,3.6666666666666665,24.1,1,0,0,0,15.1,2,4.0,1.5404450409471488
SKU-0292,2025-03-09,4.0,24.2,1,0,0,0,15.1,2,6.0,1.6094379124341003
SKU-0292,2025-03-23,6.0,23.96666666666667,3,0,0,1,15.1,2,5.333333333333333,1.9459101490553132
SKU-0292,2025-04-06,5.333333333333333,24.4,2,0,0,0,15.1,2,5.0,1.8458266904983307
SKU-0292,2025-04-20,5.0,24.25,2,0,0,0,15.1,2,3.0,1.791759469228055
SKU-0292,2025-05-04,3.0,23.85,2,0,0,0,15.1,2,3.6666666666666665,1.3862943611198906
SKU-0292,2025-05-18,3.6666666666666665,24.0,2,0,1,0,15.1,2,6.333333333333333,1.5404450409471488
SKU-0292,2025-06-01,6.333333333333333,24.15,2,0,0,0,15.1,2,9.0,1.992430164690206
SKU-0292,2025-06-15,9.0,24.125,4,1,0,0,15.1,2,9.0,2.302585092994046
SKU-0292,2025-06-29,9.0,24.4,1,0,0,0,15.1,2,6.666666666666667,2.302585092994046
SKU-0292,2025-07-13,6.666666666666667,24.2,2,0,0,0,15.1,2,4.666666666666667,2.03688192726104
SKU-0292,2025-07-27,4.666666666666667,24.25,2,0,1,1,15.1,2,4.0,1.7346010553881064
SKU-0292,2025-08-10,4.0,24.1,1,0,0,0,15.1,2,4.0,1.6094379124341003
SKU-0292,2025-08-24,4.0,24.6,1,0,0,0,15.1,2,2.0,1.6094379124341003
SKU-0292,2025-09-07,2.0,0.0,0,0,0,0,15.1,2,1.6666666666666667,1.0986122886681098
SKU-0292,2025-09-21,1.6666666666666667,24.15,2,0,1,0,15.1,2,0.6666666666666666,0.9808292530117262
SKU-0292,2025-10-05,0.6666666666666666,0.0,0,0,0,0,15.1,2,1.3333333333333333,0.5108256237659907
SKU-0292,2025-10-19,1.3333333333333333,24.0,1,0,0,0,15.1,2,1.0,0.8472978603872036
SKU-0292,2025-11-02,1.0,23.8,1,0,0,0,15.1,2,3.3333333333333335,0.6931471805599453
SKU-0292,2025-11-16,3.3333333333333335,24.2,3,0,0,0,15.1,2,4.0,1.4663370687934272
SKU-0292,2025-11-30,4.0,23.9,1,0,0,0,15.1,2,6.333333333333333,1.6094379124341003
SKU-0292,2025-12-14,6.333333333333333,24.15,4,0,0,0,15.1,2,4.666666666666667,1.992430164690206
SKU-0293,2025-01-05,1.0,17.4,1,0,0,0,22.4,2,0.5,0.6931471805599453
SKU-0293,2025-01-19,0.5,0.0,0,0,0,0,22.4,2,0.3333333333333333,0.4054651081081644
SKU-0293,2025-02-02,0.3333333333333333,0.0,0,0,0,0,22.4,2,1.0,0.2876820724517809
SKU-0293,2025-02-16,1.0,17.25,2,0,0,0,22.4,2,3.0,0.6931471805599453
SKU-0293,2025-03-02,3.0,17.266666666666666,3,0,0,0,22.4,2,5.0,1.3862943611198906
SKU-0293,2025-03-16,5.0,17.5,2,0,0,0,22.4,2,5.0,1.791759469228055
SKU-0293,2025-03-30,5.0,17.5,2,0,0,0,22.4,2,3.3333333333333335,1.791759469228055
SKU-0293,2025-04-13,3.3333333333333335,17.4,1,0,0,0,22.4,2,4.333333333333333,1.4663370687934272
SKU-0293,2025-04-27,4.333333333333333,17.5,3,0,0,0,22.4,2,6.0,1.6739764335716716
SKU-0293,2025-05-11,6.0,17.425,4,0,1,0,22.4,2,7.333333333333333,1.9459101490553132
SKU-0293,2025-05-25,7.333333333333333,17.3,2,0,1,0,22.4,2,6.666666666666667,2.120263536200091
SKU-0293,2025-06-08,6.666666666666667,17.4,2,0,0,0,22.4,2,4.666666666666667,2.03688192726104
SKU-0293,2025-06-22,4.666666666666667,17.4,1,0,0,0,22.4,2,8.666666666666666,1.7346010553881064
SKU-0293,2025-07-06,8.666666666666666,17.36,5,0,1,3,22.4,2,8.333333333333334,2.268683541318364
SKU-0293,2025-07-20,8.333333333333334,17.333333333333332,3,0,0,0,22.4,2,8.666666666666666,2.2335922215070942
SKU-0293,2025-08-03,8.666666666666666,17.299999999999997,2,0,1,0,22.4,2,6.0,2.268683541318364
SKU-0293,2025-08-17,6.0,17.366666666666667,6,0,0,1,22.4,2,5.0,1.9459101490553132
SKU-0293,2025-08-31,5.0,17.549999999999997,2,0,0,0,22.4,2,7.333333333333333,1.791759469228055
SKU-0293,2025-09-14,7.333333333333333,17.3,4,0,0,0,22.4,2,6.666666666666667,2.120263536200091
SKU-0293,2025-09-28,6.666666666666667,17.366666666666667,3,0,0,0,22.4,2,7.666666666666667,2.03688192726104
SKU-0293,2025-10-12,7.666666666666667,17.5,2,0,0,1,22.4,2,4.333333333333333,2.1594842493533726
SKU-0293,2025-10-26,4.333333333333333,0.0,0,0,0,0,22.4,2,3.3333333333333335,1.6739764335716716
SKU-0293,2025-11-09,3.3333333333333335,17.433333333333334,3,0,0,1,22.4,2,4.666666666666667,1.4663370687934272
SKU-0293,2025-11-23,4.666666666666667,17.4,3,0,1,0,22.4,2,6.333333333333333,1.7346010553881064
SKU-0293,2025-12-07,6.333333333333333,17.4,1,0,1,0,22.4,2,8.666666666666666,1.992430164690206
SKU-0294,2025-01-05,5.0,20.7,2,0,0,0,5.8,3,5.0,1.791759469228055
SKU-0294,2025-01-19,5.0,21.066666666666663,3,0,0,0,5.8,3,5.666666666666667,1.791759469228055
SKU-0294,2025-02-02,5.666666666666667,20.9,3,0,1,0,5.8,3,5.333333333333333,1.8971199848858813
SKU-0294,2025-02-16,5.333333333333333,20.700000000000003,2,0,0,1,5.8,3,7.666666666666667,1.8458266904983307
SKU-0294,2025-03-02,7.666666666666667,20.85,4,0,0,0,5.8,3,11.333333333333334,2.1594842493533726
SKU-0294,2025-03-16,11.333333333333334,20.85,6,0,0,0,5.8,3,14.666666666666666,2.512305623976115
SKU-0294,2025-03-30,14.666666666666666,20.866666666666667,6,0,0,0,5.8,3,17.0,2.751535313041949
SKU-0294,2025-04-13,17.0,20.9125,8,0,0,0,5.8,3,13.333333333333334,2.8903717578961645
SKU-0294,2025-04-27,13.333333333333334,20.825,4,0,0,0,5.8,3,11.333333333333334,2.662587827025453
SKU-0294,2025-05-11,11.333333333333334,20.766666666666666,6,1,0,0,5.8,3,5.666666666666667,2.512305623976115
SKU-0294,2025-05-25,5.666666666666667,21.0,1,0,0,0,5.8,3,6.0,1.8971199848858813
SKU-0294,2025-06-08,6.0,20.9,5,0,0,0,5.8,3,5.0,1.9459101490553132
SKU-0294,2025-06-22,5.0,20.7,2,0,0,0,5.8,3,7.666666666666667,1.791759469228055
SKU-0294,2025-07-06,7.666666666666667,20.82,5,0,1,1,5.8,3,6.0,2.1594842493533726
SKU-0294,2025-07-20,6.0,20.96666666666667,3,0,0,1,5.8,3,6.666666666666667,1.9459101490553132
SKU-0294,2025-08-03,6.666666666666667,20.75,2,0,0,0,5.8,3,4.666666666666667,2.03688192726104
SKU-0294,2025-08-17,4.666666666666667,21.0,2,0,0,0,5.8,3,6.666666666666667,1.7346010553881064
SKU-0294,2025-08-31,6.666666666666667,20.55,4,0,0,2,5.8,3,7.333333333333333,2.03688192726104
SKU-0294,2025-09-14,7.333333333333333,20.85,4,0,1,0,5.8,3,8.333333333333334,2.120263536200091
SKU-0294,2025-09-28,8.333333333333334,20.866666666666667,3,0,0,0,5.8,3,5.333333333333333,2.2335922215070942
SKU-0294,2025-10-12,5.333333333333333,0.0,0,0,0,0,5.8,3,4.0,1.8458266904983307
SKU-0294,2025-10-26,4.0,20.933333333333334,3,0,0,0,5.8,3,4.666666666666667,1.6094379124341003
SKU-0294,2025-11-09,4.666666666666667,20.933333333333334,3,0,0,0,5.8,3,5.666666666666667,1.7346010553881064
SKU-0294,2025-11-23,5.666666666666667,20.85,2,0,0,0,5.8,3,10.333333333333334,1.8971199848858813
SKU-0294,2025-12-07,10.333333333333334,20.97142857142857,7,0,0,1,5.8,3,12.666666666666666,2.4277482359480516
SKU-0295,2025-01-05,2.0,6.2,1,0,0,0,19.8,2,5.0,1.0986122886681098
SKU-0295,2025-01-19,5.0,6.05,2,0,0,0,19.8,2,4.666666666666667,1.791759469228055
SKU-0295,2025-02-02,4.666666666666667,6.1,2,0,0,0,19.8,2,6.666666666666667,1.7346010553881064
