SKU,Fecha,Demanda_Total,Precio_Prom_Venta,Num_Transacciones,Num_Feriados,Num_Dias_Pago,Precio_base,Rotacion_Cod,Target_Demanda_Futura
SKU-0273,2025-04-06,3,20.8,1,0,1,4.0,3,13.0
SKU-0273,2025-04-20,13,21.1,4,1,2,4.0,3,8.0
SKU-0273,2025-05-04,8,21.1,2,0,0,4.0,3,11.0
SKU-0273,2025-05-18,11,20.9,5,0,1,4.0,3,7.0
SKU-0273,2025-06-01,7,21.0,4,0,0,4.0,3,6.0
SKU-0273,2025-06-15,6,21.066666666666666,3,0,0,4.0,3,5.0
SKU-0273,2025-06-29,5,21.03333333333333,3,1,0,4.0,3,22.0
SKU-0273,2025-07-13,22,21.09,10,0,5,4.0,3,4.0
SKU-0273,2025-07-27,4,21.133333333333333,3,0,1,4.0,3,3.0
SKU-0273,2025-08-10,3,20.9,1,1,0,4.0,3,11.0
SKU-0273,2025-08-24,11,21.025,4,0,0,4.0,3,8.0
SKU-0273,2025-09-07,8,21.066666666666666,3,0,1,4.0,3,4.0
SKU-0273,2025-09-21,4,21.05,2,0,1,4.0,3,8.0
SKU-0273,2025-10-05,8,21.0,4,0,0,4.0,3,7.0
SKU-0273,2025-10-19,7,21.125,4,1,1,4.0,3,8.0
SKU-0273,2025-11-02,8,21.0,4,0,2,4.0,3,20.0
SKU-0273,2025-11-16,20,21.05,8,0,1,4.0,3,14.0
SKU-0273,2025-11-30,14,21.06,5,0,0,4.0,3,13.0
SKU-0273,2025-12-14,13,20.9,4,1,1,4.0,3,13.0
SKU-0273,2025-12-28,13,20.985714285714288,7,1,1,4.0,3,2.0
SKU-0274,2025-01-12,6,18.1,2,0,0,11.3,1,1.0
SKU-0274,2025-01-26,1,18.1,1,0,0,11.3,1,5.0
SKU-0274,2025-02-09,5,18.0,2,0,1,11.3,1,5.0
SKU-0274,2025-02-23,5,18.166666666666668,3,0,0,11.3,1,6.0
SKU-0274,2025-03-09,6,17.950000000000003,4,0,0,11.3,1,5.0
SKU-0274,2025-03-23,5,17.933333333333334,3,0,0,11.3,1,2.0
SKU-0274,2025-04-06,2,18.0,1,0,1,11.3,1,6.0
SKU-0274,2025-04-20,6,18.0,2,0,0,11.3,1,8.0
SKU-0274,2025-05-04,8,17.933333333333334,3,0,0,11.3,1,3.0
SKU-0274,2025-05-18,3,17.933333333333334,3,0,0,11.3,1,13.0
SKU-0274,2025-06-01,13,17.880000000000003,5,0,2,11.3,1,1.0
SKU-0274,2025-06-15,1,18.0,1,1,0,11.3,1,8.0
SKU-0274,2025-06-29,8,18.033333333333335,3,0,1,11.3,1,5.0
SKU-0274,2025-07-13,5,17.825,4,0,1,11.3,1,5.0
SKU-0274,2025-07-27,5,17.966666666666665,3,1,1,11.3,1,10.0
SKU-0274,2025-08-10,10,18.05,2,1,0,11.3,1,2.0
SKU-0274,2025-08-24,2,18.1,1,0,0,11.3,1,8.0
SKU-0274,2025-09-07,8,18.1,2,1,2,11.3,1,4.0
SKU-0274,2025-09-21,4,18.1,1,0,0,11.3,1,2.0
SKU-0274,2025-10-05,2,18.0,1,0,0,11.3,1,0.0
SKU-0274,2025-10-19,0,0.0,0,0,0,11.3,1,4.0
SKU-0274,2025-11-02,4,17.8,1,0,0,11.3,1,10.0
SKU-0274,2025-11-16,10,17.9,4,0,1,11.3,1,4.0
SKU-0274,2025-11-30,4,17.966666666666665,3,0,0,11.3,1,11.0
SKU-0274,2025-12-14,11,18.02,5,2,0,11.3,1,5.0
SKU-0275,2025-02-09,5,24.299999999999997,2,0,0,25.0,3,0.0
SKU-0275,2025-02-23,0,0.0,0,0,0,25.0,3,5.0
SKU-0275,2025-03-09,5,24.2,2,0,1,25.0,3,7.0
SKU-0275,2025-03-23,7,24.2,2,0,1,25.0,3,4.0
SKU-0275,2025-04-06,4,24.5,1,0,1,25.0,3,2.0
SKU-0275,2025-04-20,2,24.200000000000003,2,0,0,25.0,3,1.0
SKU-0275,2025-05-04,1,24.0,1,0,0,25.0,3,3.0
SKU-0275,2025-05-18,3,24.4,2,0,0,25.0,3,1.0
SKU-0275,2025-06-01,1,24.5,1,0,0,25.0,3,0.0
SKU-0275,2025-06-15,0,0.0,0,0,0,25.0,3,0.0
SKU-0275,2025-06-29,0,0.0,0,0,0,25.0,3,1.0
SKU-0275,2025-07-13,1,24.3,1,0,1,25.0,3,3.0
SKU-0275,2025-07-27,3,24.35,2,0,0,25.0,3,0.0
SKU-0275,2025-08-10,0,0.0,0,0,0,25.0,3,0.0
SKU-0275,2025-08-24,0,0.0,0,0,0,25.0,3,5.0
SKU-0275,2025-09-07,5,24.5,3,1,1,25.0,3,0.0
SKU-0275,2025-09-21,0,0.0,0,0,0,25.0,3,0.0
SKU-0275,2025-10-05,0,0.0,0,0,0,25.0,3,1.0
SKU-0275,2025-10-19,1,24.3,1,0,0,25.0,3,0.0
SKU-0275,2025-11-02,0,0.0,0,0,0,25.0,3,0.0
SKU-0275,2025-11-16,0,0.0,0,0,0,25.0,3,0.0
SKU-0275,2025-11-30,0,0.0,0,0,0,25.0,3,7.0
SKU-0275,2025-12-14,7,24.5,3,0,0,25.0,3,2.0
SKU-0275,2025-12-28,2,24.05,2,0,0,25.0,3,1.0
SKU-0276,2025-01-12,8,12.133333333333333,3,0,0,15.8,2,3.0
SKU-0276,2025-01-26,3,12.2,1,0,0,15.8,2,2.0
SKU-0276,2025-02-09,2,12.5,1,0,1,15.8,2,8.0
SKU-0276,2025-02-23,8,12.350000000000001,2,0,0,15.8,2,0.0
SKU-0276,2025-03-09,0,0.0,0,0,0,15.8,2,2.0
SKU-0276,2025-03-23,2,12.25,2,0,0,15.8,2,4.0
SKU-0276,2025-04-06,4,12.05,2,0,1,15.8,2,0.0
SKU-0276,2025-04-20,0,0.0,0,0,0,15.8,2,0.0
SKU-0276,2025-05-04,0,0.0,0,0,0,15.8,2,0.0
SKU-0276,2025-05-18,0,0.0,0,0,0,15.8,2,3.0
SKU-0276,2025-06-01,3,12.1,1,0,0,15.8,2,0.0
SKU-0276,2025-06-15,0,0.0,0,0,0,15.8,2,0.0
SKU-0276,2025-06-29,0,0.0,0,0,0,15.8,2,0.0
SKU-0276,2025-07-13,0,0.0,0,0,0,15.8,2,2.0
SKU-0276,2025-07-27,2,12.5,1,0,0,15.8,2,2.0
SKU-0276,2025-08-10,2,12.1,1,0,1,15.8,2,0.0
SKU-0276,2025-08-24,0,0.0,0,0,0,15.8,2,0.0
SKU-0276,2025-09-07,0,0.0,0,0,0,15.8,2,2.0
SKU-0276,2025-09-21,2,12.2,1,0,1,15.8,2,7.0
SKU-0276,2025-10-05,7,12.149999999999999,2,0,1,15.8,2,2.0
SKU-0276,2025-10-19,2,12.3,1,0,0,15.8,2,2.0
SKU-0276,2025-11-02,2,12.2,1,0,0,15.8,2,3.0
SKU-0276,2025-11-16,3,12.3,2,0,1,15.8,2,2.0
SKU-0276,2025-11-30,2,12.3,1,0,0,15.8,2,0.0
SKU-0276,2025-12-14,0,0.0,0,0,0,15.8,2,0.0
SKU-0276,2025-12-28,0,0.0,0,0,0,15.8,2,1.0
SKU-0277,2025-01-12,2,13.1,1,0,0,24.3,1,0.0
SKU-0277,2025-01-26,0,0.0,0,0,0,24.3,1,1.0
SKU-0277,2025-02-09,1,12.6,1,0,0,24.3,1,4.0
SKU-0277,2025-02-23,4,12.875,4,0,0,24.3,1,3.0
SKU-0277,2025-03-09,3,12.9,1,0,0,24.3,1,2.0
SKU-0277,2025-03-23,2,13.2,1,0,0,24.3,1,2.0
SKU-0277,2025-04-06,2,12.9,1,0,0,24.3,1,5.0
SKU-0277,2025-04-20,5,13.0,1,0,0,24.3,1,11.0
SKU-0277,2025-05-04,11,12.95,4,0,1,24.3,1,6.0
SKU-0277,2025-05-18,6,12.975,4,0,2,24.3,1,0.0
SKU-0277,2025-06-01,0,0.0,0,0,0,24.3,1,4.0
SKU-0277,2025-06-15,4,12.75,2,0,0,24.3,1,1.0
SKU-0277,2025-06-29,1,12.8,1,0,0,24.3,1,3.0
SKU-0277,2025-07-13,3,12.9,3,0,0,24.3,1,6.0
SKU-0277,2025-07-27,6,12.925,4,2,0,24.3,1,8.0
SKU-0277,2025-08-10,8,12.9,3,0,2,24.3,1,0.0
SKU-0277,2025-08-24,0,0.0,0,0,0,24.3,1,14.0
SKU-0277,2025-09-07,14,12.975,4,0,2,24.3,1,3.0
SKU-0277,2025-09-21,3,12.9,2,0,0,24.3,1,2.0
SKU-0277,2025-10-05,2,12.6,1,0,0,24.3,1,6.0
SKU-0277,2025-10-19,6,13.0,2,0,0,24.3,1,4.0
SKU-0277,2025-11-02,4,12.7,1,0,0,24.3,1,0.0
SKU-0277,2025-11-16,0,0.0,0,0,0,24.3,1,2.0
SKU-0277,2025-11-30,2,12.9,2,0,0,24.3,1,9.0
SKU-0277,2025-12-14,9,12.975,4,1,1,24.3,1,6.0
SKU-0278,2025-01-05,4,4.9,1,0,0,21.4,2,4.0
SKU-0278,2025-01-19,4,4.9,3,0,0,21.4,2,1.0
SKU-0278,2025-02-02,1,4.8,1,0,0,21.4,2,6.0
SKU-0278,2025-02-16,6,4.866666666666667,3,0,1,21.4,2,0.0
SKU-0278,2025-03-02,0,0.0,0,0,0,21.4,2,9.0
SKU-0278,2025-03-16,9,4.9,3,0,0,21.4,2,0.0
SKU-0278,2025-03-30,0,0.0,0,0,0,21.4,2,5.0
SKU-0278,2025-04-13,5,4.9,2,0,1,21.4,2,5.0
SKU-0278,2025-04-27,5,4.9,2,0,0,21.4,2,5.0
SKU-0278,2025-05-11,5,4.95,2,0,0,21.4,2,2.0
SKU-0278,2025-05-25,2,4.9,1,0,0,21.4,2,14.0
SKU-0278,2025-06-08,14,4.92,5,0,1,21.4,2,0.0
SKU-0278,2025-06-22,0,0.0,0,0,0,21.4,2,13.0
SKU-0278,2025-07-06,13,4.92,5,1,1,21.4,2,11.0
SKU-0278,2025-07-20,11,4.825,4,0,2,21.4,2,6.0
SKU-0278,2025-08-03,6,5.0,2,0,1,21.4,2,1.0
SKU-0278,2025-08-17,1,4.9,1,1,0,21.4,2,12.0
SKU-0278,2025-08-31,12,4.9,3,0,0,21.4,2,5.0
SKU-0278,2025-09-14,5,4.866666666666667,3,0,0,21.4,2,2.0
SKU-0278,2025-09-28,2,4.9,1,0,0,21.4,2,6.0
SKU-0278,2025-10-12,6,4.866666666666667,3,1,1,21.4,2,4.0
SKU-0278,2025-10-26,4,4.9,1,0,1,21.4,2,7.0
SKU-0278,2025-11-09,7,4.9,2,0,0,21.4,2,8.0
SKU-0278,2025-11-23,8,4.875,4,0,3,21.4,2,7.0
SKU-0278,2025-12-07,7,4.875,4,0,1,21.4,2,4.0
SKU-0279,2025-01-19,1,3.5,1,0,1,12.2,2,2.0
SKU-0279,2025-02-02,2,3.5,2,0,0,12.2,2,3.0
SKU-0279,2025-02-16,3,3.5,2,0,0,12.2,2,1.0
SKU-0279,2025-03-02,1,3.5,1,0,0,12.2,2,0.0
SKU-0279,2025-03-16,0,0.0,0,0,0,12.2,2,1.0
SKU-0279,2025-03-30,1,3.5,1,0,0,12.2,2,0.0
SKU-0279,2025-04-13,0,0.0,0,0,0,12.2,2,3.0
SKU-0279,2025-04-27,3,3.5,2,1,0,12.2,2,3.0
SKU-0279,2025-05-11,3,3.5,1,0,0,12.2,2,7.0
SKU-0279,2025-05-25,7,3.5,3,0,0,12.2,2,0.0
SKU-0279,2025-06-08,0,0.0,0,0,0,12.2,2,2.0
SKU-0279,2025-06-22,2,3.5,2,0,1,12.2,2,2.0
SKU-0279,2025-07-06,2,3.5,1,0,0,12.2,2,5.0
SKU-0279,2025-07-20,5,3.5,2,0,0,12.2,2,4.0
SKU-0279,2025-08-03,4,3.5,1,0,0,12.2,2,3.0
SKU-0279,2025-08-17,3,3.5,2,0,0,12.2,2,1.0
SKU-0279,2025-08-31,1,3.5,1,0,0,12.2,2,5.0
SKU-0279,2025-09-14,5,3.45,2,0,0,12.2,2,7.0
SKU-0279,2025-09-28,7,3.533333333333333,3,0,0,12.2,2,0.0
SKU-0279,2025-10-12,0,0.0,0,0,0,12.2,2,6.0
SKU-0279,2025-10-26,6,3.5,3,0,0,12.2,2,0.0
SKU-0279,2025-11-09,0,0.0,0,0,0,12.2,2,6.0
SKU-0279,2025-11-23,6,3.466666666666667,3,0,1,12.2,2,9.0
SKU-0279,2025-12-07,9,3.5,3,0,0,12.2,2,3.0
SKU-0279,2025-12-21,3,3.5,3,0,2,12.2,2,2.0
SKU-0280,2025-01-12,4,15.8,1,0,0,4.2,1,4.0
SKU-0280,2025-01-26,4,15.7,2,0,0,4.2,1,10.0
SKU-0280,2025-02-09,10,15.75,6,0,3,4.2,1,7.0
SKU-0280,2025-02-23,7,15.733333333333334,3,0,0,4.2,1,4.0
SKU-0280,2025-03-09,4,15.7,2,0,0,4.2,1,3.0
SKU-0280,2025-03-23,3,15.5,1,0,0,4.2,1,2.0
SKU-0280,2025-04-06,2,15.5,1,0,0,4.2,1,5.0
SKU-0280,2025-04-20,5,15.75,2,0,0,4.2,1,8.0
SKU-0280,2025-05-04,8,15.55,2,0,0,4.2,1,4.0
SKU-0280,2025-05-18,4,15.699999999999998,3,0,0,4.2,1,5.0
SKU-0280,2025-06-01,5,15.5,2,0,0,4.2,1,7.0
SKU-0280,2025-06-15,7,15.6,3,2,0,4.2,1,2.0
SKU-0280,2025-06-29,2,15.9,1,0,0,4.2,1,10.0
SKU-0280,2025-07-13,10,15.766666666666666,3,0,1,4.2,1,5.0
SKU-0280,2025-07-27,5,15.833333333333334,3,0,0,4.2,1,9.0
SKU-0280,2025-08-10,9,15.666666666666666,3,0,1,4.2,1,0.0
SKU-0280,2025-08-24,0,0.0,0,0,0,4.2,1,8.0
SKU-0280,2025-09-07,8,15.7,2,0,1,4.2,1,3.0
SKU-0280,2025-09-21,3,15.533333333333333,3,0,1,4.2,1,3.0
SKU-0280,2025-10-05,3,15.649999999999999,2,0,0,4.2,1,2.0
SKU-0280,2025-10-19,2,15.7,1,0,0,4.2,1,4.0
SKU-0280,2025-11-02,4,15.7,1,0,0,4.2,1,3.0
SKU-0280,2025-11-16,3,15.666666666666666,3,0,0,4.2,1,2.0
SKU-0280,2025-11-30,2,15.65,2,0,0,4.2,1,3.0
SKU-0280,2025-12-14,3,15.6,1,0,0,4.2,1,6.0
SKU-0281,2025-01-12,3,13.8,2,0,0,20.7,1,1.0
SKU-0281,2025-01-26,1,13.8,1,0,0,20.7,1,2.0
SKU-0281,2025-02-09,2,13.9,2,0,1,20.7,1,13.0
SKU-0281,2025-02-23,13,13.85,4,0,0,20.7,1,0.0
SKU-0281,2025-03-09,0,0.0,0,0,0,20.7,1,3.0
SKU-0281,2025-03-23,3,13.9,2,0,1,20.7,1,3.0
SKU-0281,2025-04-06,3,14.2,1,0,0,20.7,1,3.0
SKU-0281,2025-04-20,3,13.8,1,0,0,20.7,1,5.0
SKU-0281,2025-05-04,5,13.9,4,0,1,20.7,1,0.0
SKU-0281,2025-05-18,0,0.0,0,0,0,20.7,1,5.0
SKU-0281,2025-06-01,5,13.75,2,0,0,20.7,1,1.0
SKU-0281,2025-06-15,1,13.8,1,0,0,20.7,1,3.0
SKU-0281,2025-06-29,3,13.9,2,0,0,20.7,1,5.0
SKU-0281,2025-07-13,5,13.9,3,0,1,20.7,1,16.0
SKU-0281,2025-07-27,16,13.940000000000001,5,0,2,20.7,1,1.0
SKU-0281,2025-08-10,1,13.7,1,1,0,20.7,1,10.0
SKU-0281,2025-08-24,10,13.8,5,0,0,20.7,1,4.0
SKU-0281,2025-09-07,4,14.0,1,0,1,20.7,1,3.0
SKU-0281,2025-09-21,3,13.8,1,0,0,20.7,1,2.0
SKU-0281,2025-10-05,2,13.9,1,0,1,20.7,1,3.0
SKU-0281,2025-10-19,3,13.85,2,0,0,20.7,1,3.0
SKU-0281,2025-11-02,3,14.0,1,0,0,20.7,1,6.0
SKU-0281,2025-11-16,6,14.0,2,0,0,20.7,1,1.0
SKU-0281,2025-11-30,1,13.7,1,0,0,20.7,1,0.0
SKU-0281,2025-12-14,0,0.0,0,0,0,20.7,1,2.0
SKU-0282,2025-01-05,4,18.9,1,1,1,24.8,2,1.0
SKU-0282,2025-01-19,1,19.5,1,0,1,24.8,2,2.0
SKU-0282,2025-02-02,2,19.0,1,0,0,24.8,2,1.0
SKU-0282,2025-02-16,1,18.8,1,0,0,24.8,2,0.0
SKU-0282,2025-03-02,0,0.0,0,0,0,24.8,2,0.0
SKU-0282,2025-03-16,0,0.0,0,0,0,24.8,2,4.0
SKU-0282,2025-03-30,4,18.9,1,0,0,24.8,2,0.0
SKU-0282,2025-04-13,0,0.0,0,0,0,24.8,2,1.0
SKU-0282,2025-04-27,1,19.3,1,0,1,24.8,2,1.0
SKU-0282,2025-05-11,1,18.8,1,0,0,24.8,2,3.0
SKU-0282,2025-05-25,3,18.9,1,0,0,24.8,2,1.0
SKU-0282,2025-06-08,1,19.0,1,0,0,24.8,2,0.0
SKU-0282,2025-06-22,0,0.0,0,0,0,24.8,2,0.0
SKU-0282,2025-07-06,0,0.0,0,0,0,24.8,2,0.0
SKU-0282,2025-07-20,0,0.0,0,0,0,24.8,2,0.0
SKU-0282,2025-08-03,0,0.0,0,0,0,24.8,2,6.0
SKU-0282,2025-08-17,6,19.0,1,0,0,24.8,2,2.0
SKU-0282,2025-08-31,2,19.1,1,0,0,24.8,2,3.0
SKU-0282,2025-09-14,3,18.9,2,0,1,24.8,2,0.0
SKU-0282,2025-09-28,0,0.0,0,0,0,24.8,2,0.0
SKU-0282,2025-10-12,0,0.0,0,0,0,24.8,2,4.0
SKU-0282,2025-10-26,4,19.049999999999997,2,0,0,24.8,2,0.0
SKU-0282,2025-11-09,0,0.0,0,0,0,24.8,2,2.0
SKU-0282,2025-11-23,2,19.0,1,0,1,24.8,2,1.0
SKU-0282,2025-12-07,1,18.9,1,0,1,24.8,2,2.0
SKU-0283,2025-01-05,1,15.1,1,0,0,19.7,1,19.0
SKU-0283,2025-01-19,19,15.042857142857143,7,0,0,19.7,1,11.0
SKU-0283,2025-02-02,11,15.0,5,0,3,19.7,1,3.0
SKU-0283,2025-02-16,3,15.2,2,0,0,19.7,1,7.0
SKU-0283,2025-03-02,7,15.2,2,0,1,19.7,1,8.0
SKU-0283,2025-03-16,8,15.166666666666666,3,0,2,19.7,1,12.0
SKU-0283,2025-03-30,12,15.125,4,0,1,19.7,1,8.0
SKU-0283,2025-04-13,8,15.0,5,0,0,19.7,1,17.0
SKU-0283,2025-04-27,17,15.025,8,1,2,19.7,1,7.0
SKU-0283,2025-05-11,7,15.033333333333333,3,0,0,19.7,1,6.0
SKU-0283,2025-05-25,6,15.05,2,0,0,19.7,1,15.0
SKU-0283,2025-06-08,15,15.2,4,1,2,19.7,1,5.0
SKU-0283,2025-06-22,5,15.200000000000001,3,0,1,19.7,1,1.0
SKU-0283,2025-07-06,1,15.1,1,0,0,19.7,1,8.0
SKU-0283,2025-07-20,8,14.959999999999999,5,0,1,19.7,1,12.0
SKU-0283,2025-08-03,12,15.180000000000001,5,2,2,19.7,1,0.0
SKU-0283,2025-08-17,0,0.0,0,0,0,19.7,1,2.0
SKU-0283,2025-08-31,2,15.2,2,0,0,19.7,1,17.0
SKU-0283,2025-09-14,17,15.1,7,0,3,19.7,1,4.0
SKU-0283,2025-09-28,4,15.0,3,0,0,19.7,1,6.0
SKU-0283,2025-10-12,6,15.149999999999999,2,0,1,19.7,1,7.0
SKU-0283,2025-10-26,7,15.066666666666668,3,0,0,19.7,1,9.0
SKU-0283,2025-11-09,9,15.125,4,1,2,19.7,1,2.0
SKU-0283,2025-11-23,2,15.1,2,0,0,19.7,1,3.0
SKU-0283,2025-12-07,3,14.9,1,0,1,19.7,1,10.0
SKU-0283,2025-12-21,10,15.15,4,1,1,19.7,1,7.0
SKU-0284,2025-03-23,3,17.0,1,0,0,21.9,2,7.0
SKU-0284,2025-04-06,7,16.833333333333332,3,0,2,21.9,2,6.0
SKU-0284,2025-04-20,6,16.75,2,1,1,21.9,2,0.0
SKU-0284,2025-05-04,0,0.0,0,0,0,21.9,2,1.0
SKU-0284,2025-05-18,1,17.0,1,0,0,21.9,2,0.0
SKU-0284,2025-06-01,0,0.0,0,0,0,21.9,2,0.0
SKU-0284,2025-06-15,0,0.0,0,0,0,21.9,2,2.0
SKU-0284,2025-06-29,2,17.0,1,1,0,21.9,2,0.0
SKU-0284,2025-07-13,0,0.0,0,0,0,21.9,2,1.0
SKU-0284,2025-07-27,1,16.7,1,0,0,21.9,2,4.0
SKU-0284,2025-08-10,4,16.75,2,1,1,21.9,2,1.0
SKU-0284,2025-08-24,1,17.0,1,0,1,21.9,2,0.0
SKU-0284,2025-09-07,0,0.0,0,0,0,21.9,2,0.0
SKU-0284,2025-09-21,0,0.0,0,0,0,21.9,2,0.0
SKU-0284,2025-10-05,0,0.0,0,0,0,21.9,2,1.0
SKU-0284,2025-10-19,1,17.0,1,0,0,21.9,2,2.0
SKU-0284,2025-11-02,2,17.4,1,0,0,21.9,2,1.0
SKU-0284,2025-11-16,1,17.0,1,0,0,21.9,2,2.0
SKU-0284,2025-11-30,2,17.1,1,0,0,21.9,2,0.0
SKU-0284,2025-12-14,0,0.0,0,0,0,21.9,2,1.0
SKU-0285,2025-01-12,4,13.2,1,0,0,12.9,3,1.0
SKU-0285,2025-01-26,1,13.0,1,0,0,12.9,3,0.0
SKU-0285,2025-02-09,0,0.0,0,0,0,12.9,3,2.0
SKU-0285,2025-02-23,2,12.8,1,0,0,12.9,3,4.0
SKU-0285,2025-03-09,4,12.8,1,0,0,12.9,3,0.0
SKU-0285,2025-03-23,0,0.0,0,0,0,12.9,3,2.0
SKU-0285,2025-04-06,2,13.05,2,0,1,12.9,3,6.0
SKU-0285,2025-04-20,6,13.025,4,2,2,12.9,3,7.0
SKU-0285,2025-05-04,7,13.149999999999999,2,0,1,12.9,3,0.0
SKU-0285,2025-05-18,0,0.0,0,0,0,12.9,3,2.0
SKU-0285,2025-06-01,2,13.25,2,0,1,12.9,3,3.0
SKU-0285,2025-06-15,3,13.2,1,0,0,12.9,3,3.0
SKU-0285,2025-06-29,3,13.05,2,1,1,12.9,3,1.0
SKU-0285,2025-07-13,1,13.0,1,0,0,12.9,3,4.0
SKU-0285,2025-07-27,4,13.1,2,0,0,12.9,3,4.0
SKU-0285,2025-08-10,4,13.066666666666668,3,0,1,12.9,3,3.0
SKU-0285,2025-08-24,3,13.1,1,0,0,12.9,3,0.0
SKU-0285,2025-09-07,0,0.0,0,0,0,12.9,3,4.0
SKU-0285,2025-09-21,4,13.133333333333333,3,0,2,12.9,3,3.0
SKU-0285,2025-10-05,3,12.9,1,0,0,12.9,3,1.0
SKU-0285,2025-10-19,1,13.1,1,0,0,12.9,3,0.0
SKU-0285,2025-11-02,0,0.0,0,0,0,12.9,3,1.0
SKU-0285,2025-11-16,1,12.9,1,0,0,12.9,3,0.0
SKU-0285,2025-11-30,0,0.0,0,0,0,12.9,3,15.0
SKU-0285,2025-12-14,15,13.180000000000001,5,0,1,12.9,3,3.0
SKU-0286,2025-01-05,2,20.8,1,1,1,24.5,2,4.0
SKU-0286,2025-01-19,4,20.9,2,0,0,24.5,2,4.0
SKU-0286,2025-02-02,4,20.950000000000003,2,0,1,24.5,2,8.0
SKU-0286,2025-02-16,8,20.95,4,0,1,24.5,2,0.0
SKU-0286,2025-03-02,0,0.0,0,0,0,24.5,2,5.0
SKU-0286,2025-03-16,5,20.8,2,0,1,24.5,2,4.0
SKU-0286,2025-03-30,4,21.1,2,0,0,24.5,2,3.0
SKU-0286,2025-04-13,3,20.950000000000003,2,0,0,24.5,2,5.0
SKU-0286,2025-04-27,5,20.900000000000002,3,0,0,24.5,2,7.0
SKU-0286,2025-05-11,7,20.700000000000003,4,0,1,24.5,2,0.0
SKU-0286,2025-05-25,0,0.0,0,0,0,24.5,2,1.0
SKU-0286,2025-06-08,1,21.1,1,0,0,24.5,2,4.0
SKU-0286,2025-06-22,4,20.85,2,0,0,24.5,2,6.0
SKU-0286,2025-07-06,6,20.933333333333334,3,0,2,24.5,2,6.0
SKU-0286,2025-07-20,6,20.933333333333334,3,0,1,24.5,2,8.0
SKU-0286,2025-08-03,8,20.9,2,0,1,24.5,2,3.0
SKU-0286,2025-08-17,3,20.966666666666665,3,0,0,24.5,2,0.0
SKU-0286,2025-08-31,0,0.0,0,0,0,24.5,2,2.0
SKU-0286,2025-09-14,2,20.9,1,0,1,24.5,2,6.0
SKU-0286,2025-09-28,6,21.0,4,0,0,24.5,2,5.0
SKU-0286,2025-10-12,5,20.975,4,0,2,24.5,2,5.0
SKU-0286,2025-10-26,5,20.75,2,0,0,24.5,2,1.0
SKU-0286,2025-11-09,1,20.7,1,0,0,24.5,2,9.0
SKU-0286,2025-11-23,9,20.799999999999997,2,0,1,24.5,2,8.0
SKU-0286,2025-12-07,8,20.975,4,0,1,24.5,2,6.0
SKU-0286,2025-12-21,6,20.85,2,0,0,24.5,2,8.0
SKU-0287,2025-01-12,2,21.7,1,0,0,8.0,2,1.0
SKU-0287,2025-01-26,1,21.8,1,0,0,8.0,2,0.0
SKU-0287,2025-02-09,0,0.0,0,0,0,8.0,2,4.0
SKU-0287,2025-02-23,4,21.8,2,0,0,8.0,2,5.0
SKU-0287,2025-03-09,5,21.35,2,0,0,8.0,2,9.0
SKU-0287,2025-03-23,9,21.55,4,0,0,8.0,2,7.0
SKU-0287,2025-04-06,7,21.53333333333333,3,0,0,8.0,2,8.0
SKU-0287,2025-04-20,8,21.6,4,1,0,8.0,2,1.0
SKU-0287,2025-05-04,1,21.7,1,0,0,8.0,2,10.0
SKU-0287,2025-05-18,10,21.44,5,0,2,8.0,2,0.0
SKU-0287,2025-06-01,0,0.0,0,0,0,8.0,2,4.0
SKU-0287,2025-06-15,4,21.3,1,0,0,8.0,2,7.0
SKU-0287,2025-06-29,7,21.6,2,0,0,8.0,2,1.0
SKU-0287,2025-07-13,1,21.6,1,0,0,8.0,2,10.0
SKU-0287,2025-07-27,10,21.475,4,1,1,8.0,2,5.0
SKU-0287,2025-08-10,5,21.599999999999998,3,1,2,8.0,2,6.0
SKU-0287,2025-08-24,6,21.549999999999997,2,0,0,8.0,2,8.0
SKU-0287,2025-09-07,8,21.35,4,0,0,8.0,2,1.0
SKU-0287,2025-09-21,1,21.3,1,0,0,8.0,2,2.0
SKU-0287,2025-10-05,2,21.5,1,0,0,8.0,2,3.0
SKU-0287,2025-10-19,3,21.5,2,0,1,8.0,2,0.0
SKU-0287,2025-11-02,0,0.0,0,0,0,8.0,2,10.0
SKU-0287,2025-11-16,10,21.619999999999997,5,0,1,8.0,2,10.0
SKU-0287,2025-11-30,10,21.433333333333334,3,0,0,8.0,2,13.0
SKU-0287,2025-12-14,13,21.575000000000003,4,0,1,8.0,2,7.0
SKU-0287,2025-12-28,7,21.45,2,1,0,8.0,2,8.0
SKU-0288,2025-01-26,2,17.5,1,0,0,16.5,2,2.0
SKU-0288,2025-02-09,2,17.1,1,0,0,16.5,2,0.0
SKU-0288,2025-02-23,0,0.0,0,0,0,16.5,2,0.0
SKU-0288,2025-03-09,0,0.0,0,0,0,16.5,2,1.0
SKU-0288,2025-03-23,1,17.1,1,0,0,16.5,2,0.0
SKU-0288,2025-04-06,0,0.0,0,0,0,16.5,2,2.0
SKU-0288,2025-04-20,2,17.1,2,0,0,16.5,2,7.0
SKU-0288,2025-05-04,7,17.05,2,0,0,16.5,2,1.0
SKU-0288,2025-05-18,1,17.4,1,0,0,16.5,2,4.0
SKU-0288,2025-06-01,4,17.2,1,0,1,16.5,2,0.0
SKU-0288,2025-06-15,0,0.0,0,0,0,16.5,2,0.0
